54,2.75,Botany
55,2.5,Botany
56,2.5,Botany
57,2.75,Botany
58,3.0,Botany
59,2.75,Botany
60,2.75,Botany
61,2.5,Botany
62,2.25,Botany
63,2.25,Botany
64,2.0,Botany
65,2.5,Botany
66,2.5,Botany
67,2.5,Botany
68,2.25,Botany
69,2.5,Botany
70,2.0,Botany
71,2.5,Botany
72,0.0,Botany
73,2.0,Botany
74,2.5,Botany
75,2.25,Botany
76,2.5,Botany
77,2.5,Botany
78,2.0,Botany
79,2.25,Botany
80,2.75,Botany
81,2.5,Botany
82,2.25,Botany
83,2.5,Botany
84,2.25,Botany
85,0.0,Botany
86,2.5,Botany
87,2.25,Botany
88,2.0,Botany
89,2.25,Botany
90,2.0,Botany
91,0.0,Botany
92,2.5,Botany
93,2.0,Botany
94,2.0,Botany
95,2.25,Botany
96,2.25,Botany
97,0.0,Botany
98,2.0,Botany
99,3.0,Botany
100,2.25,Botany
101,2.0,Botany
102,0.0,Botany
103,0.0,Botany
104,2.0,Botany
105,2.5,Botany
106,2.75,Botany
107,2.0,Botany
108,0.0,Botany
109,2.0,Botany
110,0.0,Botany
111,2.5,Botany
112,0.0,Botany
113,2.0,Botany
114,0.0,Botany
115,2.25,Botany
116,0.0,Botany
117,2.5,Botany
118,2.0,Botany
119,2.25,Botany
120,0.0,Botany
121,0.0,Botany
122,2.25,Botany
123,0.0,Botany
124,2.0,Botany
125,0.0,Botany
126,0.0,Botany
1,3.0,Zoology
2,2.75,Zoology
3,3.0,Zoology
4,2.5,Zoology
5,3.0,Zoology
6,2.75,Zoology
7,3.0,Zoology
8,3.0,Zoology
9,3.0,Zoology
10,3.0,Zoology
11,3.0,Zoology
12,2.5,Zoology
13,3.0,Zoology
14,2.5,Zoology
15,3.0,Zoology
16,3.0,Zoology
17,2.5,Zoology
18,2.5,Zoology
19,2.75,Zoology
20,2.75,Zoology
21,2.5,Zoology
22,2.75,Zoology
23,3.0,Zoology
24,2.75,Zoology
25,2.5,Zoology
26,2.5,Zoology
27,2.75,Zoology
28,2.75,Zoology
29,2.75,Zoology
30,2.5,Zoology
31,2.5,Zoology
32,2.75,Zoology
33,2.75,Zoology
34,2.75,Zoology
35,2.5,Zoology
36,2.75,Zoology
37,2.75,Zoology
38,3.0,Zoology
39,3.25,Zoology
40,2.75,Zoology
41,2.75,Zoology
42,2.5,Zoology
43,2.75,Zoology
44,2.5,Zoology
45,2.75,Zoology
46,2.5,Zoology
47,3.0,Zoology
48,2.5,Zoology
49,2.75,Zoology
50,3.0,Zoology
51,3.0,Zoology
52,2.75,Zoology
53,2.5,Zoology
54,3.0,Zoology
55,2.5,Zoology
56,2.75,Zoology
57,2.75,Zoology
58,2.5,Zoology
59,2.75,Zoology
60,2.75,Zoology
61,3.0,Zoology
62,2.5,Zoology
63,2.25,Zoology
64,2.25,Zoology
65,3.0,Zoology
66,3.0,Zoology
67,2.75,Zoology
68,2.25,Zoology
69,2.5,Zoology
70,2.25,Zoology
71,2.5,Zoology
72,3.0,Zoology
73,2.0,Zoology
74,2.75,Zoology
75,3.0,Zoology
76,2.5,Zoology
77,2.5,Zoology
78,2.25,Zoology
79,2.75,Zoology
80,2.75,Zoology
81,2.25,Zoology
82,2.75,Zoology
83,2.75,Zoology
84,3.0,Zoology
85,2.25,Zoology
86,2.75,Zoology
87,2.5,Zoology
88,2.5,Zoology
89,2.5,Zoology
90,3.0,Zoology
91,2.5,Zoology
92,2.5,Zoology
93,2.75,Zoology
94,2.25,Zoology
95,2.5,Zoology
96,2.75,Zoology
97,2.0,Zoology
98,2.75,Zoology
99,2.25,Zoology
100,2.0,Zoology
101,2.25,Zoology
102,2.5,Zoology
103,2.25,Zoology
104,2.25,Zoology
105,2.75,Zoology
106,2.25,Zoology
107,2.5,Zoology
108,2.25,Zoology
109,3.0,Zoology
110,0.0,Zoology
111,2.75,Zoology
112,2.5,Zoology
113,2.5,Zoology
114,2.75,Zoology
115,2.75,Zoology
116,2.5,Zoology
117,2.75,Zoology
118,2.25,Zoology
119,2.5,Zoology
120,2.25,Zoology
121,2.75,Zoology
122,2.25,Zoology
123,2.25,Zoology
124,2.25,Zoology
125,2.25,Zoology
126,2.25,Zoology
1,3.0,Physics
2,2.75,Physics
3,2.25,Physics
4,3.0,Physics
5,2.75,Physics
6,2.25,Physics
7,2.75,Physics
8,3.0,Physics
9,2.75,Physics
10,2.5,Physics
11,2.5,Physics
12,2.75,Physics
13,2.75,Physics
14,3.0,Physics
15,3.0,Physics
16,2.75,Physics
17,3.25,Physics
18,2.75,Physics
19,3.0,Physics
20,2.5,Physics
21,2.75,Physics
22,2.25,Physics
23,2.25,Physics
24,2.25,Physics
25,2.5,Physics
26,2.75,Physics
27,2.75,Physics
28,2.75,Physics
29,2.75,Physics
30,2.75,Physics
31,2.75,Physics
32,3.0,Physics
33,2.5,Physics
34,2.5,Physics
35,2.5,Physics
36,2.75,Physics
37,2.25,Physics
38,2.0,Physics
39,2.5,Physics
40,2.25,Physics
41,2.75,Physics
42,2.75,Physics
43,2.25,Physics
44,2.25,Physics
45,2.5,Physics
46,2.0,Physics
47,2.25,Physics
48,2.75,Physics
49,2.75,Physics
50,2.25,Physics
51,2.5,Physics
52,2.5,Physics
53,2.75,Physics
54,2.25,Physics
55,2.25,Physics
56,2.75,Physics
57,2.25,Physics
58,2.75,Physics
59,2.5,Physics
60,2.5,Physics
61,2.75,Physics
62,2.0,Physics
63,2.5,Physics
64,2.75,Physics
65,2.25,Physics
66,2.25,Physics
67,2.0,Physics
68,2.25,Physics
69,2.0,Physics
70,2.75,Physics
71,2.5,Physics
72,2.0,Physics
73,2.5,Physics
74,2.25,Physics
75,2.75,Physics
76,2.5,Physics
77,2.5,Physics
78,0.0,Physics
79,2.75,Physics
80,2.0,Physics
81,2.5,Physics
82,2.25,Physics
83,2.0,Physics
84,2.0,Physics
85,2.75,Physics
86,0.0,Physics
87,2.25,Physics
88,2.5,Physics
89,2.0,Physics
90,2.75,Physics
91,2.5,Physics
92,2.5,Physics
93,2.25,Physics
94,2.0,Physics
95,2.0,Physics
96,2.25,Physics
97,2.75,Physics
98,2.5,Physics
99,0.0,Physics
100,2.25,Physics
101,2.5,Physics
102,2.25,Physics
103,2.25,Physics
104,2.0,Physics
105,0.0,Physics
106,2.0,Physics
107,0.0,Physics
108,0.0,Physics
109,2.0,Physics
110,2.25,Physics
111,0.0,Physics
112,2.25,Physics
113,0.0,Physics
114,2.5,Physics
115,2.0,Physics
116,2.75,Physics
117,2.25,Physics
118,0.0,Physics
119,0.0,Physics
120,2.0,Physics
121,2.5,Physics
122,2.0,Physics
123,2.75,Physics
124,0.0,Physics
125,0.0,Physics
126,0.0,Physics
1,2.25,Chemistry
2,3.25,Chemistry
3,2.75,Chemistry
4,2.75,Chemistry
5,2.5,Chemistry
6,3.0,Chemistry
7,2.75,Chemistry
8,3.0,Chemistry
9,2.25,Chemistry
10,2.25,Chemistry
11,2.5,Chemistry
12,3.5,Chemistry
13,2.75,Chemistry
14,2.0,Chemistry
15,2.75,Chemistry
16,2.5,Chemistry
17,3.25,Chemistry
18,3.5,Chemistry
19,2.5,Chemistry
20,3.0,Chemistry
21,3.25,Chemistry
22,3.0,Chemistry
23,2.5,Chemistry
24,2.5,Chemistry
25,2.75,Chemistry
26,2.5,Chemistry
27,2.75,Chemistry
28,2.75,Chemistry
29,3.25,Chemistry
30,2.0,Chemistry
31,2.5,Chemistry
32,3.0,Chemistry
33,2.5,Chemistry
34,2.25,Chemistry
35,3.25,Chemistry
36,2.5,Chemistry
37,2.5,Chemistry
38,2.5,Chemistry
39,2.5,Chemistry
40,2.25,Chemistry
41,2.75,Chemistry
42,2.0,Chemistry
43,2.5,Chemistry
44,2.25,Chemistry
45,2.75,Chemistry
46,2.75,Chemistry
47,2.5,Chemistry
48,3.0,Chemistry
49,2.0,Chemistry
50,2.75,Chemistry
51,2.75,Chemistry
52,2.0,Chemistry
53,2.25,Chemistry
54,2.5,Chemistry
55,3.0,Chemistry
56,2.5,Chemistry
57,2.0,Chemistry
58,2.25,Chemistry
59,2.0,Chemistry
60,2.75,Chemistry
61,2.5,Chemistry
62,3.25,Chemistry
63,2.75,Chemistry
64,3.0,Chemistry
65,2.75,Chemistry
66,2.5,Chemistry
67,2.5,Chemistry
68,2.25,Chemistry
69,2.25,Chemistry
70,2.75,Chemistry
71,2.25,Chemistry
72,2.5,Chemistry
73,2.5,Chemistry
74,2.25,Chemistry
75,2.5,Chemistry
76,0.0,Chemistry
77,2.75,Chemistry
78,2.25,Chemistry
79,2.75,Chemistry
80,2.5,Chemistry
81,2.5,Chemistry
82,2.25,Chemistry
83,2.0,Chemistry
84,2.25,Chemistry
85,2.5,Chemistry
86,2.25,Chemistry
87,2.25,Chemistry
88,2.75,Chemistry
89,2.25,Chemistry
90,2.5,Chemistry
91,2.25,Chemistry
92,2.25,Chemistry
93,2.0,Chemistry
94,2.5,Chemistry
95,2.0,Chemistry
96,2.0,Chemistry
97,2.0,Chemistry
98,2.25,Chemistry
99,2.5,Chemistry
100,2.0,Chemistry
101,2.25,Chemistry
102,0.0,Chemistry
103,2.75,Chemistry
104,2.0,Chemistry
105,2.5,Chemistry
106,0.0,Chemistry
107,2.0,Chemistry
108,2.25,Chemistry
109,2.25,Chemistry
110,0.0,Chemistry
111,2.25,Chemistry
112,2.75,Chemistry
113,2.25,Chemistry
114,2.0,Chemistry
115,2.0,Chemistry
116,2.25,Chemistry
117,0.0,Chemistry
118,0.0,Chemistry
119,2.25,Chemistry
120,2.0,Chemistry
121,0.0,Chemistry
122,0.0,Chemistry
123,2.5,Chemistry
124,2.0,Chemistry
125,0.0,Chemistry
126,0.0,Chemistry
1,2.5,Math
2,2.25,Math
3,2.75,Math
4,0.0,Math
5,2.25,Math
6,2.25,Math
7,0.0,Math
8,0.0,Math
9,2.25,Math
10,2.5,Math
11,0.0,Math
12,2.5,Math
13,0.0,Math
14,0.0,Math
15,0.0,Math
16,0.0,Math
17,0.0,Math
18,2.0,Math
19,0.0,Math
20,0.0,Math
21,0.0,Math
22,0.0,Math
23,2.5,Math
24,2.0,Math
25,2.25,Math
26,0.0,Math
27,2.25,Math
28,0.0,Math
29,0.0,Math
30,0.0,Math
31,0.0,Math
32,0.0,Math
33,0.0,Math
34,0.0,Math
35,2.0,Math
36,2.0,Math
37,2.0,Math
38,0.0,Math
39,0.0,Math
40,0.0,Math
41,0.0,Math
42,2.25,Math
43,2.0,Math
44,0.0,Math
45,0.0,Math
46,0.0,Math
47,2.0,Math
48,0.0,Math
49,0.0,Math
50,0.0,Math
51,0.0,Math
52,0.0,Math
53,0.0,Math
54,0.0,Math
55,0.0,Math
56,0.0,Math
57,0.0,Math
58,0.0,Math
59,0.0,Math
60,0.0,Math
61,0.0,Math
62,0.0,Math
63,0.0,Math
64,2.0,Math
65,0.0,Math
66,0.0,Math
67,0.0,Math
68,0.0,Math
69,0.0,Math
70,0.0,Math
71,0.0,Math
72,2.0,Math
73,2.0,Math
74,0.0,Math
75,0.0,Math
76,0.0,Math
77,0.0,Math
78,0.0,Math
79,0.0,Math
80,0.0,Math
81,0.0,Math
82,0.0,Math
83,0.0,Math
84,2.0,Math
85,2.0,Math
86,2.0,Math
87,0.0,Math
88,0.0,Math
89,0.0,Math
90,0.0,Math
91,0.0,Math
92,0.0,Math
93,0.0,Math
94,0.0,Math
95,0.0,Math
96,0.0,Math
97,2.75,Math
98,0.0,Math
99,0.0,Math
100,0.0,Math
101,0.0,Math
102,0.0,Math
103,0.0,Math
104,0.0,Math
105,0.0,Math
106,0.0,Math
107,0.0,Math
108,2.0,Math
109,0.0,Math
110,2.0,Math
111,0.0,Math
112,0.0,Math
113,0.0,Math
114,2.0,Math
115,0.0,Math
116,0.0,Math
117,0.0,Math
118,0.0,Math
119,0.0,Math
120,0.0,Math
121,0.0,Math
122,0.0,Math
123,0.0,Math
124,0.0,Math
125,0.0,Math
126,0.0,Math
1,3.5,Ict
2,3.25,Ict
3,3.25,Ict
4,3.0,Ict
5,2.75,Ict
6,3.25,Ict
7,3.0,Ict
8,3.25,Ict
9,3.0,Ict
10,2.75,Ict
11,3.25,Ict
12,3.0,Ict
13,3.25,Ict
14,3.25,Ict
15,2.75,Ict
16,2.75,Ict
17,3.5,Ict
18,3.25,Ict
19,3.0,Ict
20,3.25,Ict
21,2.5,Ict
22,3.0,Ict
23,3.0,Ict
24,3.5,Ict
25,2.75,Ict
26,3.25,Ict
27,3.0,Ict
28,3.25,Ict
29,2.25,Ict
30,3.0,Ict
31,3.25,Ict
32,3.0,Ict
33,3.0,Ict
34,2.75,Ict
35,3.0,Ict
36,2.75,Ict
37,3.0,Ict
38,2.75,Ict
39,3.0,Ict
40,3.0,Ict
41,3.25,Ict
42,3.0,Ict
43,2.5,Ict
44,3.0,Ict
45,2.75,Ict
46,2.75,Ict
47,3.0,Ict
48,3.0,Ict
49,3.0,Ict
50,2.75,Ict
51,2.5,Ict
52,2.75,Ict
53,2.75,Ict
54,3.0,Ict
55,3.25,Ict
56,2.5,Ict
57,3.25,Ict
58,2.75,Ict
59,3.0,Ict
60,3.25,Ict
61,3.25,Ict
62,2.5,Ict
63,3.0,Ict
64,2.75,Ict
65,3.0,Ict
66,2.5,Ict
67,3.25,Ict
68,2.75,Ict
69,3.25,Ict
70,2.75,Ict
71,3.25,Ict
72,2.75,Ict
73,3.0,Ict
74,3.25,Ict
75,2.75,Ict
76,3.0,Ict
77,3.25,Ict
78,3.25,Ict
79,2.25,Ict
80,3.0,Ict
81,3.25,Ict
82,3.25,Ict
83,3.0,Ict
84,2.75,Ict
85,2.75,Ict
86,2.75,Ict
87,2.5,Ict
88,2.75,Ict
89,2.5,Ict
90,2.5,Ict
91,3.0,Ict
92,2.75,Ict
93,3.0,Ict
94,2.75,Ict
95,2.25,Ict
96,2.5,Ict
97,2.25,Ict
98,2.75,Ict
99,2.75,Ict
100,3.0,Ict
101,2.75,Ict
102,3.0,Ict
103,2.75,Ict
104,3.0,Ict
105,2.5,Ict
106,3.0,Ict
107,3.25,Ict
108,3.0,Ict
109,2.25,Ict
110,2.75,Ict
111,2.25,Ict
112,2.25,Ict
113,2.75,Ict
114,2.25,Ict
115,2.25,Ict
116,2.75,Ict
117,2.25,Ict
118,2.75,Ict
119,3.0,Ict
120,2.5,Ict
121,2.5,Ict
122,2.5,Ict
123,2.5,Ict
124,2.75,Ict
125,2.75,Ict
126,2.75,Ict
